File: series_229
Data points: 10496
Detected representative subsequence: 17

Representative subsequence 1: position=[100,120]
Representative subsequence 2: position=[481,501]
Representative subsequence 3: position=[1002,1022]
Representative subsequence 4: position=[1490,1510]
Representative subsequence 5: position=[1525,1545]
Representative subsequence 6: position=[3545,3577]
Representative subsequence 7: position=[4083,4103]
Representative subsequence 8: position=[5081,5121]
Representative subsequence 9: position=[5124,5164]
Representative subsequence 10: position=[5214,5254]
Representative subsequence 11: position=[5257,5320]
Representative subsequence 12: position=[5354,5394]
Representative subsequence 13: position=[5504,5524]
Representative subsequence 14: position=[6468,6508]
Representative subsequence 15: position=[8655,8786]
Representative subsequence 16: position=[8793,8870]
Representative subsequence 17: position=[10220,10283]

==== ClaSP Scores ====
Timestep, Score
100, 0.664199
120, 0.662805
140, 0.661712
160, 0.660809
180, 0.660032
200, 0.659344
220, 0.658721
240, 0.658147
260, 0.657609
280, 0.657101
300, 0.656616
320, 0.656150
340, 0.655700
360, 0.655262
380, 0.654835
400, 0.654416
420, 0.654006
440, 0.653601
460, 0.653203
480, 0.652809
500, 0.652419
520, 0.651783
540, 0.666342
560, 0.665466
580, 0.664625
600, 0.663814
620, 0.663031
640, 0.662274
660, 0.661540
680, 0.660827
700, 0.660133
720, 0.659457
740, 0.658798
760, 0.658154
780, 0.657493
800, 0.656876
820, 0.656271
840, 0.655677
860, 0.655094
880, 0.654520
900, 0.653955
920, 0.653398
940, 0.652849
960, 0.652308
980, 0.651772
1000, 0.659571
1020, 0.660759
1040, 0.660065
1060, 0.659383
1080, 0.658712
1100, 0.658051
1120, 0.657400
1140, 0.656758
1160, 0.657696
1180, 0.667117
1200, 0.676305
1220, 0.685274
1240, 0.694035
1260, 0.702601
1280, 0.710982
1300, 0.719189
1320, 0.727232
1340, 0.735120
1360, 0.742861
1380, 0.750464
1400, 0.757937
1420, 0.765287
1440, 0.772521
1460, 0.779646
1480, 0.784968
1500, 0.787131
1520, 0.783766
1540, 0.780422
1560, 0.770835
1580, 0.767908
1600, 0.765075
1620, 0.764447
1640, 0.767491
1660, 0.769592
1680, 0.768064
1700, 0.765833
1720, 0.765878
1740, 0.765029
1760, 0.761869
1780, 0.758720
1800, 0.755583
1820, 0.752456
1840, 0.749340
1860, 0.746233
1880, 0.743136
1900, 0.740048
1920, 0.736968
1940, 0.733896
1960, 0.730832
1980, 0.727775
2000, 0.724724
2020, 0.721680
2040, 0.718641
2060, 0.715608
2080, 0.712580
2100, 0.709557
2120, 0.707141
2140, 0.707188
2160, 0.706926
2180, 0.703909
2200, 0.700895
2220, 0.697884
2240, 0.694874
2260, 0.691866
2280, 0.688859
2300, 0.685853
2320, 0.682847
2340, 0.679842
2360, 0.676836
2380, 0.673830
2400, 0.670822
2420, 0.667813
2440, 0.664802
2460, 0.661788
2480, 0.658772
2500, 0.655753
2520, 0.652731
2540, 0.649705
2560, 0.646675
2580, 0.643640
2600, 0.640600
2620, 0.637555
2640, 0.634504
2660, 0.631447
2680, 0.628384
2700, 0.625313
2720, 0.622735
2740, 0.622122
2760, 0.621510
2780, 0.620899
2800, 0.620288
2820, 0.619677
2840, 0.619067
2860, 0.618458
2880, 0.617970
2900, 0.619662
2920, 0.625240
2940, 0.624593
2960, 0.623947
2980, 0.623301
3000, 0.622656
3020, 0.624180
3040, 0.627402
3060, 0.630664
3080, 0.633968
3100, 0.637316
3120, 0.640710
3140, 0.644152
3160, 0.647642
3180, 0.651184
3200, 0.654780
3220, 0.658432
3240, 0.662141
3260, 0.665911
3280, 0.669744
3300, 0.673642
3320, 0.677609
3340, 0.681648
3360, 0.685760
3380, 0.689951
3400, 0.697090
3420, 0.705977
3440, 0.715363
3460, 0.725297
3480, 0.735837
3500, 0.747048
3520, 0.759003
3540, 0.771788
3560, 0.781980
3580, 0.781663
3600, 0.771445
3620, 0.758212
3640, 0.736388
3660, 0.747348
3680, 0.756157
3700, 0.772847
3720, 0.699657
3740, 0.680784
