File: series_272
Data points: 11520
Detected representative subsequence: 23

Representative subsequence 1: position=[100,120]
Representative subsequence 2: position=[128,149]
Representative subsequence 3: position=[1002,1022]
Representative subsequence 4: position=[1137,1157]
Representative subsequence 5: position=[2288,2309]
Representative subsequence 6: position=[3289,3310]
Representative subsequence 7: position=[4844,4885]
Representative subsequence 8: position=[5051,5140]
Representative subsequence 9: position=[5390,5614]
Representative subsequence 10: position=[5623,5663]
Representative subsequence 11: position=[5665,6104]
Representative subsequence 12: position=[6247,6361]
Representative subsequence 13: position=[6363,6403]
Representative subsequence 14: position=[6641,6681]
Representative subsequence 15: position=[6690,6730]
Representative subsequence 16: position=[6832,6892]
Representative subsequence 17: position=[6909,6970]
Representative subsequence 18: position=[7133,7173]
Representative subsequence 19: position=[7177,7240]
Representative subsequence 20: position=[7254,7326]
Representative subsequence 21: position=[7360,7473]
Representative subsequence 22: position=[7560,7703]
Representative subsequence 23: position=[9128,9216]

==== ClaSP Scores ====
Timestep, Score
100, 0.639299
120, 0.637036
140, 0.636121
160, 0.635347
180, 0.634669
200, 0.634061
220, 0.633505
240, 0.632989
260, 0.632504
280, 0.632044
300, 0.631604
320, 0.631180
340, 0.630770
360, 0.630370
380, 0.629981
400, 0.629599
420, 0.629224
440, 0.628855
460, 0.628491
480, 0.628131
500, 0.627775
520, 0.627423
540, 0.627073
560, 0.626726
580, 0.626381
600, 0.626038
620, 0.625697
640, 0.625357
660, 0.625019
680, 0.624682
700, 0.624346
720, 0.624011
740, 0.623676
760, 0.623342
780, 0.623009
800, 0.622676
820, 0.622344
840, 0.622012
860, 0.621680
880, 0.621349
900, 0.621018
920, 0.620686
940, 0.620355
960, 0.620024
980, 0.619693
1000, 0.627957
1020, 0.629383
1040, 0.628863
1060, 0.628350
1080, 0.627869
1100, 0.628013
1120, 0.630746
1140, 0.639113
1160, 0.638428
1180, 0.637753
1200, 0.637089
1220, 0.636435
1240, 0.642593
1260, 0.614003
1280, 0.613481
1300, 0.612960
1320, 0.612441
1340, 0.611924
1360, 0.611408
1380, 0.610893
1400, 0.610379
1420, 0.609867
1440, 0.609356
1460, 0.608847
1480, 0.608338
1500, 0.607831
1520, 0.607324
1540, 0.606819
1560, 0.606314
1580, 0.605811
1600, 0.605309
1620, 0.604807
1640, 0.604306
1660, 0.603806
1680, 0.603307
1700, 0.602808
1720, 0.602311
1740, 0.601813
1760, 0.601317
1780, 0.600821
1800, 0.600326
1820, 0.599831
1840, 0.599337
1860, 0.598843
1880, 0.598350
1900, 0.597857
1920, 0.597365
1940, 0.596873
1960, 0.596382
1980, 0.595891
2000, 0.595400
2020, 0.594909
2040, 0.594419
2060, 0.593929
2080, 0.593439
2100, 0.592950
2120, 0.592461
2140, 0.591971
2160, 0.591482
2180, 0.590994
2200, 0.590505
2220, 0.590016
2240, 0.589528
2260, 0.589040
2280, 0.588551
2300, 0.588063
2320, 0.587574
2340, 0.587086
2360, 0.586598
2380, 0.586109
2400, 0.585621
2420, 0.585133
2440, 0.584644
2460, 0.584155
2480, 0.583667
2500, 0.583178
2520, 0.582689
2540, 0.582200
2560, 0.581710
2580, 0.581221
2600, 0.580731
2620, 0.580241
2640, 0.579751
2660, 0.579261
2680, 0.578770
2700, 0.578279
2720, 0.577788
