File: series_56
Data points: 768
Detected representative subsequence: 2

Representative subsequence 1: position=[100,128]
Representative subsequence 2: position=[217,257]

==== ClaSP Scores ====
Timestep, Score
100, 0.779060
120, 0.752041
140, 0.739724
160, 0.750891
180, 0.750856
200, 0.757679
220, 0.765112
240, 0.759943
260, 0.726209
280, 0.699547
300, 0.676959
320, 0.672196
340, 0.693281
360, 0.701749
380, 0.709374
400, 0.726763
420, 0.709116
440, 0.668679
460, 0.660570
480, 0.617039
500, 0.539173
520, 0.521106
540, 0.540578
560, 0.561026
580, 0.564765
600, 0.587827
620, 0.612395
