File: series_263
Data points: 12800
Detected representative subsequence: 30

Representative subsequence 1: position=[217,257]
Representative subsequence 2: position=[492,532]
Representative subsequence 3: position=[1027,1047]
Representative subsequence 4: position=[1262,1283]
Representative subsequence 5: position=[1512,1538]
Representative subsequence 6: position=[1950,2160]
Representative subsequence 7: position=[2189,2237]
Representative subsequence 8: position=[2253,2748]
Representative subsequence 9: position=[2784,2824]
Representative subsequence 10: position=[3802,3878]
Representative subsequence 11: position=[3892,3932]
Representative subsequence 12: position=[3939,4004]
Representative subsequence 13: position=[4012,4052]
Representative subsequence 14: position=[4062,4102]
Representative subsequence 15: position=[4713,4753]
Representative subsequence 16: position=[5849,5909]
Representative subsequence 17: position=[5917,6072]
Representative subsequence 18: position=[6076,6165]
Representative subsequence 19: position=[7152,7212]
Representative subsequence 20: position=[7219,7259]
Representative subsequence 21: position=[7359,7399]
Representative subsequence 22: position=[7408,7472]
Representative subsequence 23: position=[7476,7516]
Representative subsequence 24: position=[7657,7766]
Representative subsequence 25: position=[8133,8216]
Representative subsequence 26: position=[8231,8311]
Representative subsequence 27: position=[8452,8492]
Representative subsequence 28: position=[8909,9021]
Representative subsequence 29: position=[11437,11520]
Representative subsequence 30: position=[11568,11608]

==== ClaSP Scores ====
Timestep, Score
100, 0.641681
120, 0.640326
140, 0.639281
160, 0.638429
180, 0.647851
200, 0.669651
220, 0.687005
240, 0.682371
260, 0.679048
280, 0.669038
300, 0.642382
320, 0.658051
340, 0.682300
360, 0.686609
380, 0.695419
400, 0.727165
420, 0.764023
440, 0.794478
460, 0.814269
480, 0.833295
500, 0.843430
520, 0.846786
540, 0.841065
560, 0.835615
580, 0.830414
600, 0.825446
620, 0.820695
640, 0.816145
660, 0.811783
680, 0.807598
700, 0.803577
720, 0.799711
740, 0.795990
760, 0.792405
780, 0.788949
800, 0.785615
820, 0.782394
840, 0.779281
860, 0.776270
880, 0.773356
900, 0.770533
920, 0.767797
940, 0.765143
960, 0.762568
980, 0.760067
1000, 0.757636
1020, 0.755273
1040, 0.752974
1060, 0.750737
1080, 0.748558
1100, 0.746434
1120, 0.744364
1140, 0.742345
1160, 0.740375
1180, 0.738452
1200, 0.736573
1220, 0.734737
1240, 0.732943
1260, 0.731188
1280, 0.729003
1300, 0.726843
1320, 0.724154
1340, 0.726579
1360, 0.735153
1380, 0.733456
1400, 0.745504
1420, 0.757437
1440, 0.763665
1460, 0.762261
1480, 0.769978
1500, 0.780966
1520, 0.785856
1540, 0.783771
1560, 0.781907
1580, 0.777894
1600, 0.781411
1620, 0.785712
1640, 0.782352
1660, 0.784779
1680, 0.791281
1700, 0.794894
1720, 0.796070
1740, 0.804593
1760, 0.809151
1780, 0.808169
1800, 0.827145
1820, 0.833348
1840, 0.838948
1860, 0.843829
1880, 0.848527
1900, 0.851326
1920, 0.855273
1940, 0.859536
1960, 0.863652
1980, 0.867629
2000, 0.871475
2020, 0.875196
2040, 0.877330
2060, 0.878219
2080, 0.879088
2100, 0.879937
2120, 0.880766
2140, 0.881577
2160, 0.879858
2180, 0.878155
2200, 0.876465
2220, 0.868923
2240, 0.867510
2260, 0.866315
2280, 0.865928
2300, 0.866372
2320, 0.866709
2340, 0.866974
2360, 0.866926
2380, 0.866571
2400, 0.866492
2420, 0.867164
2440, 0.868060
2460, 0.868411
2480, 0.868421
2500, 0.868367
2520, 0.868580
2540, 0.868958
2560, 0.869160
2580, 0.868629
2600, 0.867880
2620, 0.867190
2640, 0.866017
2660, 0.864983
2680, 0.864015
2700, 0.862925
2720, 0.862528
2740, 0.862411
2760, 0.861298
2780, 0.859999
2800, 0.859503
2820, 0.795208
2840, 0.796610
2860, 0.798008
2880, 0.799401
2900, 0.800860
2920, 0.802244
2940, 0.803624
2960, 0.805001
2980, 0.806372
3000, 0.807740
3020, 0.809104
3040, 0.810464
3060, 0.811819
3080, 0.813171
3100, 0.814518
3120, 0.815862
3140, 0.817202
3160, 0.818538
3180, 0.819870
3200, 0.821199
3220, 0.822523
3240, 0.823844
3260, 0.825162
3280, 0.826475
3300, 0.827785
3320, 0.829092
3340, 0.830395
3360, 0.831694
3380, 0.832990
3400, 0.834283
3420, 0.835572
3440, 0.836857
3460, 0.838140
3480, 0.839419
3500, 0.840694
3520, 0.841967
3540, 0.843236
3560, 0.844502
3580, 0.845765
3600, 0.847025
3620, 0.848281
3640, 0.849535
3660, 0.850786
3680, 0.851982
3700, 0.853226
3720, 0.855058
3740, 0.857466
3760, 0.859128
3780, 0.860355
3800, 0.861579
3820, 0.862698
3840, 0.863730
3860, 0.863892
3880, 0.862864
3900, 0.860652
3920, 0.859155
3940, 0.857743
3960, 0.858269
3980, 0.859717
4000, 0.860833
4020, 0.862258
4040, 0.863119
4060, 0.864951
4080, 0.865311
4100, 0.865116
4120, 0.866291
4140, 0.867464
4160, 0.868635
4180, 0.869803
4200, 0.870970
4220, 0.872134
4240, 0.873296
4260, 0.874456
4280, 0.875614
4300, 0.876770
4320, 0.877923
4340, 0.879075
4360, 0.880225
4380, 0.881373
4400, 0.882519
4420, 0.883663
4440, 0.884805
4460, 0.885945
4480, 0.887083
4500, 0.888219
4520, 0.889354
4540, 0.890487
4560, 0.891618
4580, 0.892747
4600, 0.893875
4620, 0.895001
4640, 0.896125
4660, 0.897247
4680, 0.898368
4700, 0.899435
4720, 0.900189
4740, 0.899823
4760, 0.899594
4780, 0.902319
4800, 0.903429
4820, 0.904537
4840, 0.905644
4860, 0.906749
4880, 0.907853
4900, 0.908956
4920, 0.910057
4940, 0.911156
4960, 0.912255
4980, 0.913352
5000, 0.914447
5020, 0.915542
5040, 0.916635
5060, 0.917726
5080, 0.918817
5100, 0.919906
5120, 0.920994
5140, 0.922081
5160, 0.923167
5180, 0.924251
5200, 0.925335
5220, 0.926417
5240, 0.927498
