File: series_191
Data points: 768
Detected representative subsequence: 3

Representative subsequence 1: position=[103,123]
Representative subsequence 2: position=[228,260]
Representative subsequence 3: position=[470,532]

==== ClaSP Scores ====
Timestep, Score
100, 0.565154
120, 0.601520
140, 0.635917
160, 0.664714
180, 0.671767
200, 0.703885
220, 0.740592
240, 0.760982
260, 0.754379
280, 0.735824
300, 0.711563
320, 0.710435
340, 0.721831
360, 0.723399
380, 0.715153
400, 0.729883
420, 0.754488
440, 0.788329
460, 0.798289
480, 0.834925
500, 0.858089
520, 0.846891
540, 0.804164
560, 0.779584
580, 0.745706
600, 0.776127
620, 0.762664
