File: series_147
Data points: 768
Detected representative subsequence: 2

Representative subsequence 1: position=[154,203]
Representative subsequence 2: position=[230,260]

==== ClaSP Scores ====
Timestep, Score
100, 0.643747
120, 0.660091
140, 0.714062
160, 0.741579
180, 0.750109
200, 0.759858
220, 0.786578
240, 0.801702
260, 0.770481
280, 0.730645
300, 0.706405
320, 0.686756
340, 0.691221
360, 0.689377
380, 0.679186
400, 0.685269
420, 0.698627
440, 0.708831
460, 0.713636
480, 0.735536
500, 0.764926
520, 0.747623
540, 0.721347
560, 0.729420
580, 0.754841
