File: series_48
Data points: 1024
Detected representative subsequence: 4

Representative subsequence 1: position=[100,122]
Representative subsequence 2: position=[218,257]
Representative subsequence 3: position=[357,377]
Representative subsequence 4: position=[680,768]

==== ClaSP Scores ====
Timestep, Score
100, 0.758836
120, 0.723588
140, 0.715395
160, 0.718984
180, 0.737794
200, 0.753594
220, 0.772356
240, 0.760426
260, 0.733601
280, 0.712593
300, 0.701308
320, 0.701702
340, 0.718011
360, 0.735026
380, 0.701466
400, 0.699608
420, 0.686253
440, 0.684323
460, 0.702017
480, 0.689313
500, 0.692336
520, 0.694900
540, 0.711671
560, 0.740642
580, 0.764211
600, 0.770981
620, 0.784179
640, 0.781124
660, 0.782206
680, 0.789038
700, 0.813784
720, 0.823317
740, 0.833388
760, 0.838298
780, 0.777757
800, 0.726399
820, 0.645241
840, 0.629537
860, 0.658272
880, 0.671762
