File: series_97
Data points: 1024
Detected representative subsequence: 4

Representative subsequence 1: position=[80,120]
Representative subsequence 2: position=[172,192]
Representative subsequence 3: position=[204,225]
Representative subsequence 4: position=[363,383]

==== ClaSP Scores ====
Timestep, Score
100, 0.866513
120, 0.834163
140, 0.798211
160, 0.779046
180, 0.773125
200, 0.783746
220, 0.770869
240, 0.751334
260, 0.741028
280, 0.740339
300, 0.732214
320, 0.738953
340, 0.722429
360, 0.695158
380, 0.682609
400, 0.688664
420, 0.675398
440, 0.671147
460, 0.688808
480, 0.662550
500, 0.649242
520, 0.622787
540, 0.604291
560, 0.606541
580, 0.616767
600, 0.628724
620, 0.644174
640, 0.665315
660, 0.658701
680, 0.665095
700, 0.687215
720, 0.668718
740, 0.662957
760, 0.668079
780, 0.680313
800, 0.684696
820, 0.654497
840, 0.675189
860, 0.716015
880, 0.753483
