File: series_47
Data points: 768
Detected representative subsequence: 1

Representative subsequence 1: position=[80,120]

==== ClaSP Scores ====
Timestep, Score
100, 0.894963
120, 0.841678
140, 0.807630
160, 0.773382
180, 0.752304
200, 0.767189
220, 0.751029
240, 0.779761
260, 0.757106
280, 0.731428
300, 0.720971
320, 0.769120
340, 0.766974
360, 0.765088
380, 0.765956
400, 0.759701
420, 0.761051
440, 0.732447
460, 0.719154
480, 0.736183
500, 0.778741
520, 0.750622
540, 0.719804
560, 0.654760
580, 0.657270
600, 0.653641
620, 0.580571
