File: series_88
Data points: 1024
Detected representative subsequence: 3

Representative subsequence 1: position=[130,163]
Representative subsequence 2: position=[167,189]
Representative subsequence 3: position=[459,479]

==== ClaSP Scores ====
Timestep, Score
100, 0.770427
120, 0.773066
140, 0.780382
160, 0.763081
180, 0.761466
200, 0.754830
220, 0.778634
240, 0.782827
260, 0.758353
280, 0.739374
300, 0.724590
320, 0.734863
340, 0.725752
360, 0.720165
380, 0.701845
400, 0.688289
420, 0.695462
440, 0.738360
460, 0.762414
480, 0.740920
500, 0.730718
520, 0.674517
540, 0.619277
560, 0.599121
580, 0.609660
600, 0.631027
620, 0.653372
640, 0.663031
660, 0.668668
680, 0.675464
700, 0.690170
720, 0.712806
740, 0.715635
760, 0.683814
780, 0.619162
800, 0.631406
820, 0.618259
840, 0.614777
860, 0.581266
880, 0.574480
