File: series_99
Data points: 768
Detected representative subsequence: 2

Representative subsequence 1: position=[80,120]
Representative subsequence 2: position=[170,190]

==== ClaSP Scores ====
Timestep, Score
100, 0.865382
120, 0.818759
140, 0.782015
160, 0.784139
180, 0.782406
200, 0.779406
220, 0.749213
240, 0.769986
260, 0.751918
280, 0.738911
300, 0.731854
320, 0.745866
340, 0.730746
360, 0.731751
380, 0.708150
400, 0.709960
420, 0.694356
440, 0.657745
460, 0.685287
480, 0.716839
500, 0.694796
520, 0.630223
540, 0.604014
560, 0.585646
580, 0.586724
600, 0.579633
620, 0.582496
