File: series_27
Data points: 1280
Detected representative subsequence: 4

Representative subsequence 1: position=[143,163]
Representative subsequence 2: position=[167,189]
Representative subsequence 3: position=[217,257]
Representative subsequence 4: position=[936,1024]

==== ClaSP Scores ====
Timestep, Score
100, 0.757875
120, 0.751916
140, 0.770231
160, 0.782601
180, 0.782599
200, 0.776813
220, 0.804903
240, 0.806640
260, 0.778240
280, 0.774666
300, 0.757777
320, 0.735525
340, 0.746652
360, 0.746799
380, 0.727842
400, 0.726659
420, 0.728068
440, 0.731723
460, 0.737905
480, 0.738399
500, 0.726889
520, 0.714517
540, 0.704468
560, 0.700866
580, 0.706580
600, 0.740099
620, 0.739917
640, 0.704360
660, 0.686936
680, 0.680082
700, 0.674712
720, 0.686757
740, 0.686305
760, 0.687449
780, 0.688104
800, 0.703801
820, 0.727007
840, 0.745011
860, 0.768432
880, 0.786667
900, 0.793173
920, 0.800437
940, 0.821805
960, 0.842489
980, 0.845273
1000, 0.863018
1020, 0.859651
1040, 0.795897
1060, 0.692354
1080, 0.626648
1100, 0.608314
1120, 0.628807
1140, 0.624455
