File: series_130
Data points: 768
Detected representative subsequence: 2

Representative subsequence 1: position=[127,167]
Representative subsequence 2: position=[192,257]

==== ClaSP Scores ====
Timestep, Score
100, 0.830669
120, 0.866064
140, 0.878891
160, 0.858966
180, 0.830432
200, 0.857093
220, 0.858419
240, 0.838049
260, 0.800463
280, 0.774049
300, 0.749956
320, 0.719252
340, 0.727234
360, 0.728812
380, 0.744076
400, 0.767888
420, 0.777675
440, 0.777314
460, 0.765610
480, 0.781628
500, 0.762995
520, 0.753251
540, 0.732397
560, 0.761249
580, 0.764296
600, 0.712928
620, 0.604282
