File: series_169
Data points: 768
Detected representative subsequence: 2

Representative subsequence 1: position=[119,153]
Representative subsequence 2: position=[231,271]

==== ClaSP Scores ====
Timestep, Score
100, 0.753603
120, 0.773693
140, 0.762249
160, 0.751968
180, 0.773114
200, 0.795453
220, 0.848146
240, 0.867512
260, 0.853932
280, 0.820033
300, 0.793495
320, 0.765287
340, 0.767985
360, 0.772752
380, 0.763891
400, 0.747693
420, 0.730007
440, 0.728486
460, 0.699805
480, 0.695508
500, 0.717879
520, 0.716917
540, 0.713326
560, 0.670517
580, 0.674558
600, 0.683727
620, 0.709871
