File: series_44
Data points: 768
Detected representative subsequence: 1

Representative subsequence 1: position=[100,120]

==== ClaSP Scores ====
Timestep, Score
100, 0.805407
120, 0.760072
140, 0.735764
160, 0.747230
180, 0.734160
200, 0.738830
220, 0.707240
240, 0.679428
260, 0.672124
280, 0.685854
300, 0.680639
320, 0.703109
340, 0.703505
360, 0.698328
380, 0.693131
400, 0.676691
420, 0.656822
440, 0.646450
460, 0.674113
480, 0.681654
500, 0.684153
520, 0.627376
540, 0.616401
560, 0.617058
580, 0.607615
600, 0.631328
620, 0.673292
