File: series_90
Data points: 2304
Detected representative subsequence: 6

Representative subsequence 1: position=[100,120]
Representative subsequence 2: position=[156,885]
Representative subsequence 3: position=[887,1035]
Representative subsequence 4: position=[1054,1224]
Representative subsequence 5: position=[1263,1613]
Representative subsequence 6: position=[1932,1972]

==== ClaSP Scores ====
Timestep, Score
100, 0.732574
120, 0.777167
140, 0.778415
160, 0.819813
180, 0.840649
200, 0.848499
220, 0.853779
240, 0.853262
260, 0.843833
280, 0.835902
300, 0.828668
320, 0.831690
340, 0.838136
360, 0.839985
380, 0.837197
400, 0.852107
420, 0.853042
440, 0.847561
460, 0.848399
480, 0.861819
500, 0.869087
520, 0.869377
540, 0.866230
560, 0.876007
580, 0.871320
600, 0.860700
620, 0.857037
640, 0.856337
660, 0.846920
680, 0.851943
700, 0.853446
720, 0.851277
740, 0.844129
760, 0.840593
780, 0.847709
800, 0.840672
820, 0.834142
840, 0.841604
860, 0.836610
880, 0.832037
900, 0.838928
920, 0.844343
940, 0.848543
960, 0.844826
980, 0.849066
1000, 0.852925
1020, 0.860001
1040, 0.868669
1060, 0.878002
1080, 0.886125
1100, 0.890168
1120, 0.887989
1140, 0.885689
1160, 0.890712
1180, 0.891763
1200, 0.896690
1220, 0.895375
1240, 0.878964
1260, 0.867297
1280, 0.859016
1300, 0.850344
1320, 0.859149
1340, 0.863724
1360, 0.857513
1380, 0.854395
1400, 0.847294
1420, 0.849150
1440, 0.853088
1460, 0.846173
1480, 0.833814
1500, 0.824642
1520, 0.821485
1540, 0.824000
1560, 0.828228
1580, 0.803340
1600, 0.781230
1620, 0.766061
1640, 0.758964
1660, 0.757442
1680, 0.758271
1700, 0.761982
1720, 0.761629
1740, 0.752772
1760, 0.749429
1780, 0.746671
1800, 0.733280
1820, 0.736621
1840, 0.749685
1860, 0.763243
1880, 0.780411
1900, 0.787769
1920, 0.814255
1940, 0.843932
1960, 0.846355
1980, 0.791450
2000, 0.747896
2020, 0.727087
2040, 0.747177
2060, 0.744262
2080, 0.716570
2100, 0.711042
2120, 0.734926
2140, 0.731309
2160, 0.711334
