File: series_65
Data points: 2048
Detected representative subsequence: 10

Representative subsequence 1: position=[89,129]
Representative subsequence 2: position=[549,680]
Representative subsequence 3: position=[689,729]
Representative subsequence 4: position=[739,855]
Representative subsequence 5: position=[1005,1103]
Representative subsequence 6: position=[1129,1346]
Representative subsequence 7: position=[1380,1592]
Representative subsequence 8: position=[1597,1660]
Representative subsequence 9: position=[1661,1858]
Representative subsequence 10: position=[1863,1903]

==== ClaSP Scores ====
Timestep, Score
100, 0.806073
120, 0.818466
140, 0.780031
160, 0.759076
180, 0.744196
200, 0.763999
220, 0.774604
240, 0.763783
260, 0.761790
280, 0.768094
300, 0.754363
320, 0.747094
340, 0.745391
360, 0.763853
380, 0.756426
400, 0.760586
420, 0.760518
440, 0.762318
460, 0.772155
480, 0.787364
500, 0.800616
520, 0.806880
540, 0.821185
560, 0.834125
580, 0.841558
600, 0.849912
620, 0.849502
640, 0.848657
660, 0.851803
680, 0.839091
700, 0.825650
720, 0.825562
740, 0.828227
760, 0.830887
780, 0.820713
800, 0.817124
820, 0.818283
840, 0.814545
860, 0.804622
880, 0.800099
900, 0.805246
920, 0.799178
940, 0.795032
960, 0.792031
980, 0.797337
1000, 0.805726
1020, 0.811834
1040, 0.816319
1060, 0.823486
1080, 0.832550
1100, 0.837856
1120, 0.846413
1140, 0.852317
1160, 0.849373
1180, 0.844760
1200, 0.841671
1220, 0.840047
1240, 0.838794
1260, 0.843590
1280, 0.849776
1300, 0.852625
1320, 0.857470
1340, 0.858645
1360, 0.857331
1380, 0.867289
1400, 0.873816
1420, 0.867551
1440, 0.859182
1460, 0.860015
1480, 0.868490
1500, 0.872921
1520, 0.871242
1540, 0.869285
1560, 0.874100
1580, 0.876245
1600, 0.866471
1620, 0.866987
1640, 0.875291
1660, 0.888990
1680, 0.894362
1700, 0.879831
1720, 0.864703
1740, 0.864758
1760, 0.870305
1780, 0.892018
1800, 0.887366
1820, 0.844967
1840, 0.820531
1860, 0.842312
1880, 0.884018
