File: series_22
Data points: 2944
Detected representative subsequence: 17

Representative subsequence 1: position=[100,136]
Representative subsequence 2: position=[176,223]
Representative subsequence 3: position=[323,343]
Representative subsequence 4: position=[403,523]
Representative subsequence 5: position=[557,677]
Representative subsequence 6: position=[697,756]
Representative subsequence 7: position=[762,859]
Representative subsequence 8: position=[860,900]
Representative subsequence 9: position=[985,1025]
Representative subsequence 10: position=[1050,1225]
Representative subsequence 11: position=[1244,1412]
Representative subsequence 12: position=[1429,1792]
Representative subsequence 13: position=[1795,1835]
Representative subsequence 14: position=[1905,1945]
Representative subsequence 15: position=[2016,2056]
Representative subsequence 16: position=[2713,2753]
Representative subsequence 17: position=[2764,2804]

==== ClaSP Scores ====
Timestep, Score
100, 0.628268
120, 0.670028
140, 0.699478
160, 0.698191
180, 0.713573
200, 0.734674
220, 0.727779
240, 0.721103
260, 0.730673
280, 0.736537
300, 0.740897
320, 0.752945
340, 0.761132
360, 0.761577
380, 0.766953
400, 0.779464
420, 0.808366
440, 0.820062
460, 0.835771
480, 0.841362
500, 0.847856
520, 0.841175
540, 0.833476
560, 0.827103
580, 0.827441
600, 0.826471
620, 0.831268
640, 0.837399
660, 0.839329
680, 0.845804
700, 0.861014
720, 0.866637
740, 0.859448
760, 0.853896
780, 0.848424
800, 0.842629
820, 0.835479
840, 0.840228
860, 0.851850
880, 0.862776
900, 0.858857
920, 0.853036
940, 0.858086
960, 0.867476
980, 0.872886
1000, 0.874844
1020, 0.869872
1040, 0.861497
1060, 0.857608
1080, 0.855334
1100, 0.853437
1120, 0.848634
1140, 0.845993
1160, 0.846013
1180, 0.850784
1200, 0.853418
1220, 0.851240
1240, 0.857685
1260, 0.865166
1280, 0.864833
1300, 0.862639
1320, 0.861109
1340, 0.860554
1360, 0.860460
1380, 0.856838
1400, 0.855490
1420, 0.855018
1440, 0.854985
1460, 0.861628
1480, 0.864753
1500, 0.868997
1520, 0.871104
1540, 0.873189
1560, 0.867735
1580, 0.861022
1600, 0.858015
1620, 0.860634
1640, 0.863126
1660, 0.865714
1680, 0.874023
1700, 0.878808
1720, 0.886833
1740, 0.890428
1760, 0.897076
1780, 0.900618
1800, 0.896569
1820, 0.893765
1840, 0.887533
1860, 0.873893
1880, 0.864615
1900, 0.851528
1920, 0.844972
1940, 0.843181
1960, 0.827704
1980, 0.811639
2000, 0.806745
2020, 0.809170
2040, 0.810138
2060, 0.805434
2080, 0.786354
2100, 0.770637
2120, 0.754183
2140, 0.758662
2160, 0.751071
2180, 0.732164
2200, 0.712751
2220, 0.707358
2240, 0.698646
2260, 0.698064
2280, 0.687106
2300, 0.687298
2320, 0.691003
2340, 0.696960
2360, 0.704598
2380, 0.710484
2400, 0.714025
2420, 0.718615
2440, 0.721231
2460, 0.726856
2480, 0.727154
2500, 0.731653
2520, 0.741073
2540, 0.751779
2560, 0.753316
2580, 0.765197
2600, 0.771955
2620, 0.772478
2640, 0.772921
2660, 0.778401
2680, 0.793088
2700, 0.789094
2720, 0.805484
2740, 0.802688
2760, 0.837327
2780, 0.892517
