File: series_2
Data points: 2496
Detected representative subsequence: 12

Representative subsequence 1: position=[100,120]
Representative subsequence 2: position=[144,183]
Representative subsequence 3: position=[196,379]
Representative subsequence 4: position=[431,520]
Representative subsequence 5: position=[539,579]
Representative subsequence 6: position=[610,673]
Representative subsequence 7: position=[684,801]
Representative subsequence 8: position=[824,864]
Representative subsequence 9: position=[890,999]
Representative subsequence 10: position=[1041,1116]
Representative subsequence 11: position=[1134,1174]
Representative subsequence 12: position=[1198,1390]

==== ClaSP Scores ====
Timestep, Score
100, 0.628971
120, 0.658058
140, 0.708247
160, 0.786460
180, 0.808446
200, 0.827747
220, 0.845967
240, 0.847944
260, 0.841794
280, 0.832360
300, 0.825785
320, 0.830108
340, 0.831017
360, 0.838871
380, 0.836113
400, 0.854440
420, 0.872909
440, 0.886939
460, 0.889502
480, 0.893605
500, 0.888649
520, 0.880739
540, 0.872376
560, 0.868073
580, 0.858058
600, 0.840593
620, 0.837034
640, 0.832994
660, 0.826562
680, 0.829287
700, 0.838980
720, 0.834471
740, 0.830106
760, 0.834477
780, 0.840649
800, 0.834359
820, 0.832762
840, 0.838829
860, 0.837320
880, 0.824466
900, 0.823716
920, 0.829817
940, 0.833438
960, 0.828219
980, 0.827524
1000, 0.830268
1020, 0.837190
1040, 0.844566
1060, 0.849934
1080, 0.844173
1100, 0.841038
1120, 0.839906
1140, 0.850377
1160, 0.850632
1180, 0.840675
1200, 0.832181
1220, 0.828054
1240, 0.825453
1260, 0.829407
1280, 0.830708
1300, 0.821845
1320, 0.818966
1340, 0.816616
1360, 0.815759
1380, 0.814439
1400, 0.808946
1420, 0.802903
1440, 0.797808
1460, 0.792269
1480, 0.789769
1500, 0.777756
1520, 0.769250
1540, 0.766287
1560, 0.757815
1580, 0.752758
1600, 0.759207
1620, 0.763418
1640, 0.764742
1660, 0.765104
1680, 0.764969
1700, 0.768102
1720, 0.767007
1740, 0.763927
1760, 0.761069
1780, 0.764265
1800, 0.761950
1820, 0.750856
1840, 0.752742
1860, 0.756814
1880, 0.756919
1900, 0.758954
1920, 0.779036
1940, 0.792306
1960, 0.786791
1980, 0.788475
2000, 0.751326
2020, 0.733561
2040, 0.761125
2060, 0.771632
2080, 0.697087
2100, 0.695391
2120, 0.702394
2140, 0.705074
2160, 0.701334
2180, 0.704724
2200, 0.713435
2220, 0.722352
2240, 0.730636
2260, 0.740555
2280, 0.747664
2300, 0.736321
2320, 0.755617
2340, 0.772578
2360, 0.802028
