File: series_32
Data points: 3008
Detected representative subsequence: 15

Representative subsequence 1: position=[105,217]
Representative subsequence 2: position=[319,421]
Representative subsequence 3: position=[537,577]
Representative subsequence 4: position=[609,801]
Representative subsequence 5: position=[804,999]
Representative subsequence 6: position=[1015,1149]
Representative subsequence 7: position=[1182,1222]
Representative subsequence 8: position=[1259,1474]
Representative subsequence 9: position=[1486,1962]
Representative subsequence 10: position=[1969,2141]
Representative subsequence 11: position=[2151,2191]
Representative subsequence 12: position=[2206,2246]
Representative subsequence 13: position=[2268,2337]
Representative subsequence 14: position=[2351,2585]
Representative subsequence 15: position=[2716,2889]

==== ClaSP Scores ====
Timestep, Score
100, 0.893603
120, 0.903636
140, 0.901228
160, 0.900687
180, 0.940520
200, 0.946927
220, 0.925582
240, 0.898532
260, 0.884102
280, 0.871434
300, 0.853214
320, 0.837853
340, 0.844713
360, 0.851938
380, 0.845986
400, 0.848911
420, 0.859251
440, 0.876182
460, 0.890711
480, 0.901336
500, 0.923232
520, 0.939620
540, 0.954328
560, 0.952912
580, 0.939648
600, 0.929633
620, 0.921319
640, 0.918651
660, 0.910285
680, 0.908719
700, 0.902682
720, 0.898334
740, 0.896378
760, 0.900317
780, 0.904867
800, 0.897332
820, 0.894569
840, 0.902264
860, 0.901603
880, 0.893317
900, 0.894304
920, 0.899343
940, 0.901702
960, 0.896356
980, 0.900116
1000, 0.906617
1020, 0.912232
1040, 0.918860
1060, 0.927221
1080, 0.930789
1100, 0.927442
1120, 0.927890
1140, 0.926528
1160, 0.923927
1180, 0.929707
1200, 0.933228
1220, 0.928293
1240, 0.918561
1260, 0.912936
1280, 0.907476
1300, 0.902465
1320, 0.906390
1340, 0.907521
1360, 0.903164
1380, 0.901056
1400, 0.897289
1420, 0.897597
1440, 0.899253
1460, 0.895893
1480, 0.891369
1500, 0.889313
1520, 0.890144
1540, 0.890967
1560, 0.891477
1580, 0.886977
1600, 0.883312
1620, 0.880342
1640, 0.881101
1660, 0.884935
1680, 0.887162
1700, 0.888231
1720, 0.883859
1740, 0.885338
1760, 0.883979
1780, 0.881260
1800, 0.882362
1820, 0.883629
1840, 0.882238
1860, 0.875057
1880, 0.879220
1900, 0.882647
1920, 0.885950
1940, 0.882302
1960, 0.881537
1980, 0.884667
2000, 0.883141
2020, 0.882036
2040, 0.875454
2060, 0.881208
2080, 0.877258
2100, 0.871858
2120, 0.862459
2140, 0.869509
2160, 0.875065
2180, 0.878027
2200, 0.872475
2220, 0.869970
2240, 0.866312
2260, 0.856199
2280, 0.848369
2300, 0.843982
2320, 0.831126
2340, 0.828305
2360, 0.833860
2380, 0.838587
2400, 0.841699
2420, 0.836304
2440, 0.829852
2460, 0.834991
2480, 0.849417
2500, 0.846013
2520, 0.846175
2540, 0.853067
2560, 0.844950
2580, 0.850771
2600, 0.865186
2620, 0.877938
2640, 0.891549
2660, 0.905249
2680, 0.927691
2700, 0.948428
2720, 0.968859
2740, 0.970044
2760, 0.951669
2780, 0.948681
2800, 0.941714
2820, 0.938153
2840, 0.963755
2860, 0.965163
