File: series_7
Data points: 2432
Detected representative subsequence: 12

Representative subsequence 1: position=[138,187]
Representative subsequence 2: position=[192,212]
Representative subsequence 3: position=[420,517]
Representative subsequence 4: position=[529,574]
Representative subsequence 5: position=[616,721]
Representative subsequence 6: position=[1079,1119]
Representative subsequence 7: position=[1134,1179]
Representative subsequence 8: position=[1206,1428]
Representative subsequence 9: position=[1444,1484]
Representative subsequence 10: position=[1951,1991]
Representative subsequence 11: position=[2038,2127]
Representative subsequence 12: position=[2135,2318]

==== ClaSP Scores ====
Timestep, Score
100, 0.633457
120, 0.657757
140, 0.701757
160, 0.693648
180, 0.689529
200, 0.704793
220, 0.699558
240, 0.712931
260, 0.725042
280, 0.733993
300, 0.733988
320, 0.739267
340, 0.756026
360, 0.763583
380, 0.772803
400, 0.784723
420, 0.800287
440, 0.815951
460, 0.821150
480, 0.817288
500, 0.825524
520, 0.819341
540, 0.817219
560, 0.824809
580, 0.815725
600, 0.811367
620, 0.828597
640, 0.829669
660, 0.818757
680, 0.809791
700, 0.809846
720, 0.803248
740, 0.801083
760, 0.797166
780, 0.797195
800, 0.791899
820, 0.789849
840, 0.796271
860, 0.795028
880, 0.787913
900, 0.794964
920, 0.796589
940, 0.786165
960, 0.788084
980, 0.796450
1000, 0.799433
1020, 0.795544
1040, 0.799159
1060, 0.802434
1080, 0.808267
1100, 0.813864
1120, 0.821339
1140, 0.827634
1160, 0.828228
1180, 0.824566
1200, 0.817263
1220, 0.816238
1240, 0.815983
1260, 0.818844
1280, 0.823076
1300, 0.823430
1320, 0.830707
1340, 0.834640
1360, 0.833371
1380, 0.831962
1400, 0.832861
1420, 0.824821
1440, 0.818044
1460, 0.816648
1480, 0.810960
1500, 0.796430
1520, 0.783048
1540, 0.774330
1560, 0.780293
1580, 0.774264
1600, 0.762684
1620, 0.762396
1640, 0.757401
1660, 0.759025
1680, 0.758651
1700, 0.755284
1720, 0.755581
1740, 0.744542
1760, 0.750755
1780, 0.757173
1800, 0.754255
1820, 0.761526
1840, 0.768461
1860, 0.779518
1880, 0.786177
1900, 0.790629
1920, 0.797883
1940, 0.803098
1960, 0.813165
1980, 0.822052
2000, 0.838833
2020, 0.857119
2040, 0.870294
2060, 0.892874
2080, 0.890808
2100, 0.906767
2120, 0.920865
2140, 0.934562
2160, 0.944639
2180, 0.928521
2200, 0.919659
2220, 0.915581
2240, 0.922832
2260, 0.935533
2280, 0.882473
