File: series_57
Data points: 2752
Detected representative subsequence: 9

Representative subsequence 1: position=[100,120]
Representative subsequence 2: position=[144,381]
Representative subsequence 3: position=[465,771]
Representative subsequence 4: position=[782,822]
Representative subsequence 5: position=[834,1070]
Representative subsequence 6: position=[1073,1615]
Representative subsequence 7: position=[1627,1972]
Representative subsequence 8: position=[1982,2177]
Representative subsequence 9: position=[2201,2576]

==== ClaSP Scores ====
Timestep, Score
100, 0.655393
120, 0.682588
140, 0.732322
160, 0.812135
180, 0.830994
200, 0.851119
220, 0.867321
240, 0.862837
260, 0.863889
280, 0.859933
300, 0.852055
320, 0.864657
340, 0.872262
360, 0.880948
380, 0.884362
400, 0.903154
420, 0.919998
440, 0.939258
460, 0.948844
480, 0.955742
500, 0.954533
520, 0.949189
540, 0.941581
560, 0.941807
580, 0.950993
600, 0.955087
620, 0.953101
640, 0.951360
660, 0.956425
680, 0.960144
700, 0.952811
720, 0.949296
740, 0.959557
760, 0.959448
780, 0.951054
800, 0.944751
820, 0.946459
840, 0.951251
860, 0.952110
880, 0.946946
900, 0.949811
920, 0.950933
940, 0.949513
960, 0.949238
980, 0.950229
1000, 0.954064
1020, 0.954488
1040, 0.948048
1060, 0.944286
1080, 0.935671
1100, 0.933054
1120, 0.926679
1140, 0.920145
1160, 0.912533
1180, 0.911380
1200, 0.916205
1220, 0.914946
1240, 0.909365
1260, 0.907763
1280, 0.903418
1300, 0.896071
1320, 0.886028
1340, 0.881116
1360, 0.876921
1380, 0.876628
1400, 0.874555
1420, 0.873119
1440, 0.873269
1460, 0.875791
1480, 0.876956
1500, 0.880355
1520, 0.875256
1540, 0.876617
1560, 0.880505
1580, 0.879912
1600, 0.878003
1620, 0.872555
1640, 0.868909
1660, 0.865037
1680, 0.868726
1700, 0.878798
1720, 0.885959
1740, 0.883413
1760, 0.881406
1780, 0.880000
1800, 0.884193
1820, 0.888429
1840, 0.894901
1860, 0.897304
1880, 0.899513
1900, 0.899523
1920, 0.897054
1940, 0.895889
1960, 0.902620
1980, 0.909587
2000, 0.917810
2020, 0.909820
2040, 0.906017
2060, 0.910701
2080, 0.918385
2100, 0.918353
2120, 0.912126
2140, 0.911977
2160, 0.914809
2180, 0.911511
2200, 0.905739
2220, 0.913592
2240, 0.916422
2260, 0.904547
2280, 0.893981
2300, 0.894346
2320, 0.897847
2340, 0.910009
2360, 0.915422
2380, 0.912589
2400, 0.897552
2420, 0.885757
2440, 0.883905
2460, 0.887106
2480, 0.890918
2500, 0.875039
2520, 0.868601
2540, 0.877911
2560, 0.883394
2580, 0.868167
2600, 0.790061
