File: series_96
Data points: 2368
Detected representative subsequence: 5

Representative subsequence 1: position=[100,120]
Representative subsequence 2: position=[144,183]
Representative subsequence 3: position=[204,253]
Representative subsequence 4: position=[439,513]
Representative subsequence 5: position=[2006,2046]

==== ClaSP Scores ====
Timestep, Score
100, 0.622018
120, 0.638317
140, 0.668001
160, 0.692719
180, 0.707377
200, 0.724619
220, 0.739927
240, 0.742334
260, 0.735513
280, 0.729474
300, 0.720624
320, 0.730373
340, 0.734645
360, 0.740320
380, 0.743100
400, 0.758873
420, 0.775231
440, 0.796518
460, 0.807306
480, 0.814785
500, 0.810291
520, 0.794766
540, 0.798900
560, 0.789269
580, 0.781967
600, 0.784370
620, 0.793565
640, 0.783038
660, 0.769840
680, 0.766539
700, 0.768942
720, 0.754601
740, 0.753864
760, 0.746565
780, 0.724723
800, 0.704847
820, 0.706363
840, 0.710411
860, 0.695585
880, 0.688623
900, 0.695163
920, 0.690605
940, 0.680232
960, 0.675852
980, 0.679262
1000, 0.678756
1020, 0.669429
1040, 0.661831
1060, 0.656170
1080, 0.663277
1100, 0.669107
1120, 0.694503
1140, 0.728577
1160, 0.765064
1180, 0.760316
1200, 0.681772
1220, 0.663468
1240, 0.662094
1260, 0.664103
1280, 0.667970
1300, 0.668601
1320, 0.672740
1340, 0.678284
1360, 0.684516
1380, 0.685246
1400, 0.693474
1420, 0.690321
1440, 0.680221
1460, 0.676652
1480, 0.666227
1500, 0.670939
1520, 0.673410
1540, 0.674529
1560, 0.675517
1580, 0.678964
1600, 0.675183
1620, 0.663110
1640, 0.657697
1660, 0.665013
1680, 0.679586
1700, 0.679079
1720, 0.673150
1740, 0.683246
1760, 0.695668
1780, 0.695989
1800, 0.696029
1820, 0.705472
1840, 0.712436
1860, 0.700649
1880, 0.705299
1900, 0.716394
1920, 0.730288
1940, 0.712708
1960, 0.725257
1980, 0.753597
2000, 0.778792
2020, 0.805779
2040, 0.796138
2060, 0.713173
2080, 0.674570
2100, 0.680372
2120, 0.684463
2140, 0.684941
2160, 0.694695
2180, 0.696447
2200, 0.703509
2220, 0.687540
