File: series_82
Data points: 768
Detected representative subsequence: 1

Representative subsequence 1: position=[85,148]

==== ClaSP Scores ====
Timestep, Score
100, 0.839553
120, 0.818591
140, 0.804854
160, 0.782240
180, 0.748554
200, 0.764728
220, 0.738393
240, 0.718148
260, 0.693988
280, 0.698904
300, 0.666886
320, 0.668715
340, 0.654168
360, 0.670461
380, 0.676028
400, 0.659930
420, 0.662608
440, 0.663454
460, 0.672870
480, 0.638393
500, 0.667662
520, 0.688301
540, 0.695559
560, 0.707521
580, 0.709700
600, 0.734101
620, 0.714725
