File: series_22
Data points: 768
Detected representative subsequence: 2

Representative subsequence 1: position=[148,173]
Representative subsequence 2: position=[423,443]

==== ClaSP Scores ====
Timestep, Score
100, 0.760718
120, 0.742502
140, 0.741575
160, 0.751916
180, 0.725745
200, 0.734852
220, 0.718279
240, 0.703854
260, 0.693916
280, 0.695967
300, 0.687500
320, 0.723646
340, 0.729580
360, 0.710416
380, 0.718789
400, 0.756916
420, 0.777270
440, 0.718356
460, 0.717933
480, 0.742686
500, 0.705416
520, 0.612818
540, 0.593107
560, 0.585658
580, 0.602228
600, 0.637953
620, 0.684686
