File: series_58
Data points: 768
Detected representative subsequence: 3

Representative subsequence 1: position=[89,189]
Representative subsequence 2: position=[199,239]
Representative subsequence 3: position=[583,650]

==== ClaSP Scores ====
Timestep, Score
100, 0.843721
120, 0.834059
140, 0.834888
160, 0.801789
180, 0.792828
200, 0.791103
220, 0.811782
240, 0.806035
260, 0.777468
280, 0.763193
300, 0.766679
320, 0.791039
340, 0.785533
360, 0.782103
380, 0.778427
400, 0.770159
420, 0.759743
440, 0.761545
460, 0.781384
480, 0.782689
500, 0.795945
520, 0.790864
540, 0.782347
560, 0.780225
580, 0.765406
600, 0.802938
620, 0.847609
