File: series_163
Data points: 768
Detected representative subsequence: 3

Representative subsequence 1: position=[103,126]
Representative subsequence 2: position=[160,511]
Representative subsequence 3: position=[515,555]

==== ClaSP Scores ====
Timestep, Score
100, 0.738300
120, 0.756150
140, 0.768750
160, 0.799633
180, 0.827622
200, 0.854612
220, 0.861081
240, 0.895745
260, 0.874774
280, 0.834590
300, 0.836029
320, 0.863197
340, 0.867085
360, 0.892344
380, 0.893255
400, 0.872489
420, 0.859535
440, 0.855768
460, 0.868231
480, 0.888237
500, 0.895573
520, 0.881491
540, 0.895410
560, 0.895289
580, 0.895127
600, 0.894902
620, 0.894571
