File: series_113
Data points: 768
Detected representative subsequence: 3

Representative subsequence 1: position=[167,187]
Representative subsequence 2: position=[220,282]
Representative subsequence 3: position=[318,540]

==== ClaSP Scores ====
Timestep, Score
100, 0.681796
120, 0.663334
140, 0.719084
160, 0.777981
180, 0.774731
200, 0.760845
220, 0.794408
240, 0.852988
260, 0.829190
280, 0.790972
300, 0.792034
320, 0.820920
340, 0.825335
360, 0.868068
380, 0.869956
400, 0.850194
420, 0.838171
440, 0.835196
460, 0.848906
480, 0.873124
500, 0.874100
520, 0.863989
540, 0.832605
560, 0.775425
580, 0.686610
600, 0.688996
620, 0.663829
