File: series_13
Data points: 768
Detected representative subsequence: 1

Representative subsequence 1: position=[105,126]

==== ClaSP Scores ====
Timestep, Score
100, 0.764359
120, 0.751366
140, 0.712391
160, 0.692166
180, 0.649282
200, 0.641283
220, 0.609930
240, 0.604832
260, 0.591318
280, 0.601219
300, 0.615396
320, 0.638467
340, 0.647885
360, 0.666466
380, 0.699933
400, 0.652695
420, 0.589790
440, 0.564267
460, 0.572817
480, 0.567747
500, 0.573030
520, 0.567331
540, 0.568484
560, 0.593174
580, 0.615119
600, 0.631808
620, 0.661278
