File: series_103
Data points: 768
Detected representative subsequence: 2

Representative subsequence 1: position=[102,122]
Representative subsequence 2: position=[147,189]

==== ClaSP Scores ====
Timestep, Score
100, 0.792593
120, 0.791384
140, 0.787669
160, 0.802207
180, 0.774941
200, 0.747686
220, 0.778349
240, 0.778773
260, 0.760470
280, 0.719531
300, 0.737375
320, 0.719464
340, 0.677707
360, 0.664336
380, 0.650616
400, 0.681520
420, 0.684739
440, 0.669411
460, 0.692266
480, 0.725326
500, 0.737001
520, 0.687592
540, 0.623034
560, 0.581327
580, 0.566795
600, 0.577707
620, 0.561503
