File: series_20
Data points: 768
Detected representative subsequence: 2

Representative subsequence 1: position=[85,126]
Representative subsequence 2: position=[600,640]

==== ClaSP Scores ====
Timestep, Score
100, 0.820566
120, 0.810411
140, 0.769487
160, 0.747189
180, 0.720784
200, 0.707967
220, 0.701392
240, 0.731919
260, 0.732385
280, 0.720842
300, 0.716655
320, 0.763535
340, 0.761433
360, 0.749498
380, 0.748190
400, 0.769486
420, 0.778196
440, 0.754436
460, 0.758795
480, 0.784869
500, 0.793428
520, 0.791909
540, 0.780671
560, 0.779066
580, 0.762759
600, 0.797208
620, 0.838384
