File: series_62
Data points: 768
Detected representative subsequence: 3

Representative subsequence 1: position=[80,120]
Representative subsequence 2: position=[197,225]
Representative subsequence 3: position=[603,643]

==== ClaSP Scores ====
Timestep, Score
100, 0.826302
120, 0.774275
140, 0.746126
160, 0.753480
180, 0.748815
200, 0.756437
220, 0.725763
240, 0.704601
260, 0.673202
280, 0.663055
300, 0.650547
320, 0.633746
340, 0.667694
360, 0.702362
380, 0.749692
400, 0.754254
420, 0.755524
440, 0.740574
460, 0.719536
480, 0.713518
500, 0.727919
520, 0.739842
540, 0.772206
560, 0.785188
580, 0.777372
600, 0.786737
620, 0.816634
