File: series_235
Data points: 11008
Detected representative subsequence: 12

Representative subsequence 1: position=[112,295]
Representative subsequence 2: position=[492,513]
Representative subsequence 3: position=[768,788]
Representative subsequence 4: position=[2010,2050]
Representative subsequence 5: position=[5108,5148]
Representative subsequence 6: position=[5310,5350]
Representative subsequence 7: position=[5851,5891]
Representative subsequence 8: position=[5995,6035]
Representative subsequence 9: position=[6979,7039]
Representative subsequence 10: position=[9167,9298]
Representative subsequence 11: position=[9305,9382]
Representative subsequence 12: position=[10732,10795]

==== ClaSP Scores ====
Timestep, Score
100, 0.663615
120, 0.662462
140, 0.661525
160, 0.660730
180, 0.661260
200, 0.663452
220, 0.665213
240, 0.666648
260, 0.667831
280, 0.668812
300, 0.669630
320, 0.670313
340, 0.670881
360, 0.671351
380, 0.671734
400, 0.672041
420, 0.672277
440, 0.672449
460, 0.672560
480, 0.680814
500, 0.679447
520, 0.659529
540, 0.683565
560, 0.704107
580, 0.700446
600, 0.712646
620, 0.719621
640, 0.738614
660, 0.756254
680, 0.764207
700, 0.769734
720, 0.778422
740, 0.783822
760, 0.796215
780, 0.798226
800, 0.794337
820, 0.789903
840, 0.787152
860, 0.784483
880, 0.782348
900, 0.779823
920, 0.777368
940, 0.774979
960, 0.771740
980, 0.768617
1000, 0.766454
1020, 0.764343
1040, 0.762283
1060, 0.760272
1080, 0.758307
1100, 0.756386
1120, 0.754508
1140, 0.752671
1160, 0.750873
1180, 0.749112
1200, 0.747388
1220, 0.745698
1240, 0.744041
1260, 0.742417
1280, 0.740823
1300, 0.739259
1320, 0.737724
1340, 0.736216
1360, 0.734735
1380, 0.733280
1400, 0.731849
1420, 0.730442
1440, 0.729058
1460, 0.727696
1480, 0.726355
1500, 0.725036
1520, 0.723736
1540, 0.722456
1560, 0.721194
1580, 0.719951
1600, 0.718725
1620, 0.717516
1640, 0.716323
1660, 0.715147
1680, 0.713986
1700, 0.712840
1720, 0.711708
1740, 0.710590
1760, 0.709486
1780, 0.708395
1800, 0.707318
1820, 0.706252
1840, 0.705199
1860, 0.704157
1880, 0.703127
1900, 0.702107
1920, 0.701099
1940, 0.700101
1960, 0.699113
1980, 0.698135
2000, 0.705434
2020, 0.716854
2040, 0.701821
2060, 0.693507
2080, 0.696864
2100, 0.697365
2120, 0.699590
2140, 0.702445
2160, 0.703343
2180, 0.713125
2200, 0.717824
2220, 0.720294
2240, 0.726236
2260, 0.728989
2280, 0.736623
2300, 0.741267
2320, 0.780534
2340, 0.782115
2360, 0.783691
2380, 0.785261
2400, 0.786826
2420, 0.788387
2440, 0.789942
2460, 0.791492
2480, 0.793037
2500, 0.794577
2520, 0.796113
2540, 0.797644
2560, 0.799170
2580, 0.800691
2600, 0.802208
2620, 0.803720
2640, 0.805228
2660, 0.806731
2680, 0.808230
2700, 0.809724
2720, 0.811214
2740, 0.812700
2760, 0.814181
2780, 0.815658
2800, 0.817131
2820, 0.818600
2840, 0.820065
2860, 0.821526
2880, 0.822982
2900, 0.824435
2920, 0.825884
2940, 0.827329
2960, 0.828770
2980, 0.830208
3000, 0.831641
3020, 0.833071
3040, 0.834497
3060, 0.835920
3080, 0.837339
3100, 0.838755
3120, 0.840167
3140, 0.841575
3160, 0.842980
3180, 0.844382
3200, 0.845780
3220, 0.847175
3240, 0.848567
3260, 0.849955
3280, 0.851340
3300, 0.852722
3320, 0.854101
3340, 0.855477
3360, 0.856850
3380, 0.858220
3400, 0.859586
3420, 0.860950
3440, 0.862311
3460, 0.863669
3480, 0.865024
3500, 0.866376
3520, 0.867726
3540, 0.869073
3560, 0.870417
3580, 0.871758
3600, 0.873097
3620, 0.874433
3640, 0.875766
3660, 0.877097
3680, 0.878426
3700, 0.879752
3720, 0.881075
3740, 0.882396
3760, 0.883714
3780, 0.885031
3800, 0.886345
3820, 0.887656
3840, 0.888966
3860, 0.890273
3880, 0.891578
3900, 0.892880
3920, 0.894181
3940, 0.895480
3960, 0.896776
3980, 0.898070
4000, 0.899363
4020, 0.900653
4040, 0.901941
4060, 0.903228
4080, 0.904512
4100, 0.905795
4120, 0.907075
4140, 0.908354
4160, 0.909632
4180, 0.910907
4200, 0.912181
4220, 0.913452
4240, 0.914723
4260, 0.915991
4280, 0.917258
4300, 0.918524
4320, 0.919787
4340, 0.921050
4360, 0.922310
4380, 0.923570
4400, 0.924827
4420, 0.926084
4440, 0.927339
4460, 0.928592
4480, 0.929844
4500, 0.931095
4520, 0.932345
4540, 0.933593
4560, 0.934840
4580, 0.936086
4600, 0.937331
4620, 0.938574
4640, 0.939817
4660, 0.941058
4680, 0.942298
4700, 0.943537
4720, 0.944775
4740, 0.946012
4760, 0.947248
4780, 0.948483
4800, 0.949717
4820, 0.950951
4840, 0.952183
4860, 0.953414
4880, 0.954645
4900, 0.955875
4920, 0.957104
4940, 0.958332
4960, 0.959560
4980, 0.960787
5000, 0.962013
5020, 0.963239
5040, 0.964464
5060, 0.965688
5080, 0.966911
5100, 0.968135
5120, 0.968628
5140, 0.967172
5160, 0.964681
5180, 0.962312
5200, 0.959943
5220, 0.957513
5240, 0.955083
5260, 0.952652
5280, 0.950221
5300, 0.947789
5320, 0.946208
5340, 0.946999
5360, 0.948033
5380, 0.950162
5400, 0.951379
5420, 0.952595
5440, 0.953811
5460, 0.955026
5480, 0.956242
5500, 0.957457
5520, 0.958672
5540, 0.959888
5560, 0.961103
5580, 0.962318
5600, 0.963533
5620, 0.964748
5640, 0.966024
5660, 0.968394
5680, 0.970886
5700, 0.973318
5720, 0.975690
5740, 0.978185
5760, 0.980559
5780, 0.983057
5800, 0.985434
5820, 0.987874
5840, 0.990561
5860, 0.992027
5880, 0.992700
5900, 0.989392
5920, 0.985342
5940, 0.981344
5960, 0.977584
5980, 0.974000
6000, 0.970841
6020, 0.967041
6040, 0.963551
6060, 0.960552
6080, 0.956603
6100, 0.953900
6120, 0.949421
6140, 0.945111
6160, 0.941229
6180, 0.937393
6200, 0.933605
6220, 0.931027
6240, 0.928441
6260, 0.925847
6280, 0.923243
6300, 0.920631
6320, 0.918010
6340, 0.915379
6360, 0.912739
6380, 0.910088
6400, 0.907427
6420, 0.904756
6440, 0.902100
6460, 0.900471
6480, 0.898837
6500, 0.897198
6520, 0.895553
6540, 0.893903
6560, 0.892247
6580, 0.890586
6600, 0.888919
6620, 0.887246
6640, 0.885567
6660, 0.883883
6680, 0.882192
6700, 0.880495
6720, 0.878793
6740, 0.877084
6760, 0.875368
6780, 0.873647
6800, 0.871918
6820, 0.870184
6840, 0.868442
6860, 0.866694
6880, 0.864939
6900, 0.863177
6920, 0.861319
6940, 0.859543
6960, 0.857759
6980, 0.856865
7000, 0.856097
7020, 0.854287
7040, 0.722013
7060, 0.722980
7080, 0.723951
7100, 0.724925
7120, 0.725772
7140, 0.726933
7160, 0.678661
7180, 0.679487
7200, 0.680316
7220, 0.681147
7240, 0.681981
7260, 0.682817
7280, 0.683698
7300, 0.684540
7320, 0.685385
7340, 0.686233
7360, 0.687083
7380, 0.687937
7400, 0.688793
7420, 0.689653
7440, 0.690516
7460, 0.691382
7480, 0.692252
7500, 0.693125
7520, 0.694001
7540, 0.694881
7560, 0.695764
7580, 0.696651
7600, 0.697542
7620, 0.698437
7640, 0.699336
7660, 0.700238
7680, 0.701145
7700, 0.702056
7720, 0.702971
7740, 0.703890
7760, 0.704814
7780, 0.705742
7800, 0.706675
7820, 0.707613
7840, 0.708555
7860, 0.709502
7880, 0.710454
7900, 0.711411
7920, 0.712373
7940, 0.713341
7960, 0.714314
7980, 0.715292
8000, 0.716276
8020, 0.717266
8040, 0.718262
8060, 0.719263
8080, 0.720271
8100, 0.721285
8120, 0.722305
8140, 0.723332
8160, 0.724365
8180, 0.725405
8200, 0.726452
8220, 0.727506
8240, 0.728566
8260, 0.729635
8280, 0.730711
8300, 0.731794
8320, 0.732886
8340, 0.734054
8360, 0.736415
8380, 0.738832
8400, 0.741309
8420, 0.743848
8440, 0.746452
8460, 0.749124
8480, 0.751866
8500, 0.754684
8520, 0.757580
8540, 0.760558
8560, 0.763622
8580, 0.766778
8600, 0.770030
8620, 0.773382
8640, 0.776842
8660, 0.780413
8680, 0.784104
8700, 0.787920
8720, 0.791382
8740, 0.795468
8760, 0.799703
8780, 0.804097
8800, 0.804415
8820, 0.807700
8840, 0.814553
8860, 0.819698
8880, 0.825066
8900, 0.830676
8920, 0.836544
8940, 0.842690
8960, 0.849137
8980, 0.855908
9000, 0.863031
9020, 0.870535
9040, 0.878453
9060, 0.886823
