File: series_100
Data points: 1024
Detected representative subsequence: 4

Representative subsequence 1: position=[103,123]
Representative subsequence 2: position=[252,275]
Representative subsequence 3: position=[686,748]
Representative subsequence 4: position=[756,796]

==== ClaSP Scores ====
Timestep, Score
100, 0.597866
120, 0.623918
140, 0.631107
160, 0.673459
180, 0.695032
200, 0.731026
220, 0.755636
240, 0.780501
260, 0.780833
280, 0.776271
300, 0.761179
320, 0.762430
340, 0.774864
360, 0.775843
380, 0.768356
400, 0.776775
420, 0.767983
440, 0.741948
460, 0.745836
480, 0.775770
500, 0.773650
520, 0.744684
540, 0.725286
560, 0.727467
580, 0.747051
600, 0.752251
620, 0.755087
640, 0.765040
660, 0.773138
680, 0.789844
700, 0.811322
720, 0.814981
740, 0.821471
760, 0.841707
780, 0.838353
800, 0.755947
820, 0.733523
840, 0.727111
860, 0.734606
880, 0.760117
