File: series_98
Data points: 768
Detected representative subsequence: 3

Representative subsequence 1: position=[80,120]
Representative subsequence 2: position=[205,225]
Representative subsequence 3: position=[238,258]

==== ClaSP Scores ====
Timestep, Score
100, 0.832304
120, 0.766042
140, 0.748876
160, 0.729775
180, 0.746895
200, 0.767583
220, 0.745734
240, 0.754464
260, 0.736666
280, 0.721878
300, 0.699247
320, 0.678999
340, 0.657378
360, 0.665853
380, 0.721368
400, 0.712752
420, 0.644698
440, 0.612294
460, 0.594995
480, 0.576148
500, 0.589324
520, 0.613097
540, 0.646068
560, 0.663460
580, 0.672339
600, 0.685233
620, 0.745841
