File: series_154
Data points: 1280
Detected representative subsequence: 5

Representative subsequence 1: position=[100,128]
Representative subsequence 2: position=[242,271]
Representative subsequence 3: position=[479,516]
Representative subsequence 4: position=[914,934]
Representative subsequence 5: position=[958,1088]

==== ClaSP Scores ====
Timestep, Score
100, 0.679616
120, 0.666297
140, 0.613214
160, 0.603303
180, 0.626981
200, 0.681183
220, 0.725087
240, 0.758717
260, 0.742124
280, 0.713230
300, 0.711240
320, 0.719207
340, 0.680425
360, 0.660758
380, 0.651875
400, 0.645712
420, 0.670237
440, 0.702011
460, 0.744609
480, 0.772404
500, 0.771550
520, 0.715456
540, 0.693949
560, 0.669304
580, 0.620598
600, 0.606794
620, 0.609302
640, 0.611589
660, 0.618582
680, 0.627584
700, 0.620839
720, 0.632700
740, 0.647531
760, 0.651116
780, 0.669487
800, 0.688921
820, 0.713127
840, 0.732924
860, 0.750390
880, 0.765991
900, 0.776976
920, 0.792046
940, 0.820169
960, 0.837072
980, 0.847313
1000, 0.865744
1020, 0.864197
1040, 0.876386
1060, 0.857322
1080, 0.802489
1100, 0.749586
1120, 0.767941
1140, 0.770469
