File: series_26
Data points: 1024
Detected representative subsequence: 3

Representative subsequence 1: position=[80,144]
Representative subsequence 2: position=[151,191]
Representative subsequence 3: position=[217,257]

==== ClaSP Scores ====
Timestep, Score
100, 0.874021
120, 0.840919
140, 0.809385
160, 0.816634
180, 0.820898
200, 0.826774
220, 0.839667
240, 0.839062
260, 0.812067
280, 0.784685
300, 0.771891
320, 0.795177
340, 0.784196
360, 0.772827
380, 0.782028
400, 0.795464
420, 0.771976
440, 0.752644
460, 0.754313
480, 0.773141
500, 0.786441
520, 0.764162
540, 0.738370
560, 0.728938
580, 0.729143
600, 0.728705
620, 0.726890
640, 0.743739
660, 0.766986
680, 0.771427
700, 0.746886
720, 0.763203
740, 0.779272
760, 0.761421
780, 0.736058
800, 0.686521
820, 0.676289
840, 0.640526
860, 0.589662
880, 0.606330
